CC,COUNTRY,REACTOR_CODE,REACTOR_NAME,TYPE,MODEL,MWT,MWE_G,MWE_N,OPERATOR,NSSS_SUPPLIER,CONST_START,GRID_CONN,OP_START,EAF_PCT,UCF_PCT,NON_ELEC
ru,RUSSIA,RU-152,AKADEMIK LOMONOSOV-2,PWR,KLT-40S Float,150,35,32,REA,AEM,04-2020,12-2020,05-2020,-,-,-
ru,RUSSIA,RU-96,BALAKOVO-1,PWR,VVER V-320,3000,1000,950,REA,AEM,12-1980,12-1985,05-1986,86.9,87,"DH, PH"
ru,RUSSIA,RU-97,BALAKOVO-2,PWR,VVER V-320,3000,1000,950,REA,AEM,08-1981,10-1987,01-1988,88.1,88.4,"DH, PH"
ru,RUSSIA,RU-98,BALAKOVO-3,PWR,VVER V-320,3000,1000,950,REA,AEM,11-1982,12-1988,04-1989,86.4,86.6,"DH, PH"
ru,RUSSIA,RU-99,BALAKOVO-4,PWR,VVER V-320,3200,1000,950,REA,AEM,04-1984,04-1993,12-1993,87.9,88,"DH, PH"
ru,RUSSIA,RU-21,BELOYARSK-3,FBR,BN-600,1470,600,560,REA,AEM,01-1969,04-1980,11-1981,80.4,80.4,"DH, PH"
ru,RUSSIA,RU-116,BELOYARSK-4,FBR,BN-800,2100,885,820,REA,AEM,07-2020,12-2020,10-2020,67.9,69.1,-
ru,RUSSIA,RU-142,BILIBINO-2,LWGR,EGP-6,62,12,11,REA,AEM,01-1970,12-1974,02-1975,82.1,82.1,DH
ru,RUSSIA,RU-143,BILIBINO-3,LWGR,EGP-6,62,12,11,REA,AEM,01-1970,12-1975,02-1976,83.6,83.6,DH
ru,RUSSIA,RU-144,BILIBINO-4,LWGR,EGP-6,62,12,11,REA,AEM,01-1970,12-1976,01-1977,83,83,DH
ru,RUSSIA,RU-30,KALININ-1,PWR,VVER V-338,3000,1000,950,REA,AEM,02-1977,05-1984,06-1985,82.6,82.6,"DH, PH"
ru,RUSSIA,RU-31,KALININ-2,PWR,VVER V-338,3000,1000,950,REA,AEM,02-1982,12-1986,03-1987,86.7,86.7,"DH, PH"
ru,RUSSIA,RU-36,KALININ-3,PWR,VVER V-320,3200,1000,950,REA,AEM,10-1985,12-2020,11-2020,82.9,82.9,"DH, PH"
ru,RUSSIA,RU-37,KALININ-4,PWR,VVER V-320,3200,1000,950,REA,AEM,08-1986,11-2020,12-2020,87.4,87.4,"DH, PH"
ru,RUSSIA,RU-12,KOLA-1,PWR,VVER V-230,1375,440,411,REA,AEM,05-1970,06-1973,12-1973,76.9,77.4,"DH, PH"
ru,RUSSIA,RU-13,KOLA-2,PWR,VVER V-230,1375,440,411,REA,AEM,05-1970,12-1974,02-1975,78,78.3,"DH, PH"
ru,RUSSIA,RU-32,KOLA-3,PWR,VVER V-213,1375,440,411,REA,AEM,04-1977,03-1981,12-1982,80.9,81,"DH, PH"
ru,RUSSIA,RU-33,KOLA-4,PWR,VVER V-213,1375,440,411,REA,AEM,08-1976,10-1984,12-1984,83.1,83.1,"DH, PH"
ru,RUSSIA,RU-17,KURSK-1,LWGR,RBMK-1000,3200,1000,925,REA,AEM,06-1972,12-1976,10-1977,74,74.9,"DH, PH"
ru,RUSSIA,RU-22,KURSK-2,LWGR,RBMK-1000,3200,1000,925,REA,AEM,01-1973,01-1979,08-1979,68,68.4,"DH, PH"
ru,RUSSIA,RU-38,KURSK-3,LWGR,RBMK-1000,3200,1000,925,REA,AEM,04-1978,10-1983,03-1984,80.9,81.4,"DH, PH"
ru,RUSSIA,RU-39,KURSK-4,LWGR,RBMK-1000,3200,1000,925,REA,AEM,05-1981,12-1985,02-1986,82.8,83.4,"DH, PH"
ru,RUSSIA,RU-163,LENINGRAD 2-1,PWR,VVER V-491,3200,1188,1101,REA,AEM,10-2020,03-2020,10-2020,67.2,67.7,-
ru,RUSSIA,RU-16,LENINGRAD-2,LWGR,RBMK-1000,3200,1000,925,REA,AEM,06-1970,07-1975,02-1976,69.3,69.7,"DH, PH"
ru,RUSSIA,RU-34,LENINGRAD-3,LWGR,RBMK-1000,3200,1000,925,REA,AEM,12-1973,12-1979,06-1980,85.7,85.9,"DH, PH"
ru,RUSSIA,RU-35,LENINGRAD-4,LWGR,RBMK-1000,3200,1000,925,REA,AEM,02-1975,02-1981,08-1981,82.6,82.7,"DH, PH"
ru,RUSSIA,RU-161,NOVOVORONEZH 2-1,PWR,VVER V-392M,3200,1180,1100,REA,AEM,06-2020,08-2020,02-2020,74.1,76.1,-
ru,RUSSIA,RU-162,NOVOVORONEZH 2-2,PWR,VVER V-392M,3200,1181,1101,REA,AEM,07-2020,05-2020,10-2020,85.5,85.5,-
ru,RUSSIA,RU-11,NOVOVORONEZH-4,PWR,VVER V-179,1375,417,385,REA,AEM,07-1967,12-1972,03-1973,77.8,78.8,"DH, PH"
ru,RUSSIA,RU-20,NOVOVORONEZH-5,PWR,VVER V-187,3000,1000,950,REA,AEM,03-1974,05-1980,02-1981,73.6,74.1,"DH, PH"
ru,RUSSIA,RU-59,ROSTOV-1,PWR,VVER V-320,3200,1000,950,REA,AEM,09-1981,03-2020,12-2020,89.9,90,-
ru,RUSSIA,RU-62,ROSTOV-2,PWR,VVER V-320,3200,1000,950,REA,AEM,05-1983,03-2020,12-2020,89.1,89.4,-
ru,RUSSIA,RU-63,ROSTOV-3,PWR,VVER V-320,3000,1000,950,REA,AEM,09-2020,12-2020,09-2020,82.6,84,-
ru,RUSSIA,RU-64,ROSTOV-4,PWR,VVER V-320,3000,1030,979,REA,AEM,06-2020,02-2020,09-2020,89.6,90.6,-
ru,RUSSIA,RU-23,SMOLENSK-1,LWGR,RBMK-1000,3200,1000,925,REA,AEM,10-1975,12-1982,09-1983,78.3,78.5,"DH, PH"
ru,RUSSIA,RU-24,SMOLENSK-2,LWGR,RBMK-1000,3200,1000,925,REA,AEM,06-1976,05-1985,07-1985,78.6,78.8,"DH, PH"
ru,RUSSIA,RU-67,SMOLENSK-3,LWGR,RBMK-1000,3200,1000,925,REA,AEM,05-1984,01-1990,10-1990,80.2,80.2,"DH, PH"
sk,SLOVAKIA,SK-13,BOHUNICE-3,PWR,VVER V-213,1471,505,471,SE,SKODA,12-1976,08-1984,02-1985,88,91.5,"DH, PH"
sk,SLOVAKIA,SK-14,BOHUNICE-4,PWR,VVER V-213,1471,505,471,SE,SKODA,12-1976,08-1985,12-1985,88.2,91.2,"DH, PH"
sk,SLOVAKIA,SK-6,MOCHOVCE-1,PWR,VVER V-213,1471,470,436,SE,SKODA,10-1983,07-1998,10-1998,91.3,92,-
sk,SLOVAKIA,SK-7,MOCHOVCE-2,PWR,VVER V-213,1471,470,436,SE,SKODA,10-1983,12-1999,04-2000,90.1,91.2,-
si,SLOVENIA,SI-1,KRSKO,PWR,WH 2LP,1994,727,688,NEK,WH,03-1975,10-1981,01-1983,91.6,91.9,-
za,SOUTH AFRICA,ZA-1,KOEBERG-1,PWR,CP1,2775,970,930,ESKOM,FRAM,07-1976,04-1984,07-1984,79.1,79.2,-
za,SOUTH AFRICA,ZA-2,KOEBERG-2,PWR,CP1,2775,970,930,ESKOM,FRAM,07-1976,07-1985,11-1985,84.6,85.9,-
es,SPAIN,ES-6,ALMARAZ-1,PWR,WH 3LP,2947,1049,1011,CNAT,WH,07-1973,05-1981,09-1983,88.2,89.5,-
es,SPAIN,ES-7,ALMARAZ-2,PWR,WH 3LP,2947,1044,1006,CNAT,WH,07-1973,10-1983,07-1984,88.2,89.3,-
es,SPAIN,ES-8,ASCO-1,PWR,WH 3LP,2954,1033,995,ANAV,WH,05-1974,08-1983,12-1984,88.5,89.4,-
es,SPAIN,ES-9,ASCO-2,PWR,WH 3LP,2941,1035,997,ANAV,WH,03-1975,10-1985,03-1986,87.1,88.5,-
es,SPAIN,ES-10,COFRENTES,BWR,BWR-6 (Mark 3),3237,1102,1064,ID,GE,09-1975,10-1984,03-1985,89.7,90.8,-
es,SPAIN,ES-11,TRILLO-1,PWR,PWR 3 loops,3010,1066,1003,CNAT,KWU,08-1979,05-1988,08-1988,89.2,90.3,-
es,SPAIN,ES-16,VANDELLOS-2,PWR,WH 3LP,2941,1087,1045,ANAV,WH,12-1980,12-1987,03-1988,83.5,84.7,-
se,SWEDEN,SE-9,FORSMARK-1,BWR,"AA-III, BWR-25",2927,1027,990,FKA,ABBATOM,06-1973,06-1980,12-1980,88,88.9,-
se,SWEDEN,SE-11,FORSMARK-2,BWR,"AA-III, BWR-25",3253,1157,1118,FKA,ABBATOM,01-1975,01-1981,07-1981,82.1,83.3,-
se,SWEDEN,SE-14,FORSMARK-3,BWR,"AA-IV, BWR-300",3300,1195,1172,FKA,ABBATOM,01-1979,03-1985,08-1985,82.5,83.4,-
se,SWEDEN,SE-12,OSKARSHAMN-3,BWR,"AA-IV, BWR-300",3900,1450,1400,OKG,ABBATOM,05-1980,03-1985,08-1985,73.9,75.4,-
se,SWEDEN,SE-4,RINGHALS-1,BWR,AA-I,2540,910,881,RAB,ABBATOM,02-1969,10-1974,01-1976,74.2,75.8,-
se,SWEDEN,SE-7,RINGHALS-3,PWR,WH 3LP,3135,1117,1062,RAB,WH,09-1972,09-1980,09-1981,82.8,85.5,-
se,SWEDEN,SE-10,RINGHALS-4,PWR,WH 3LP,3300,1171,1117,RAB,WH,11-1973,06-1982,11-1983,81.3,83.8,-
ch,SWITZERLAND,CH-1,BEZNAU-1,PWR,WH 2LP,1130,380,365,Axpo AG,WH,09-1965,07-1969,12-1969,63.9,64.1,DH
ch,SWITZERLAND,CH-3,BEZNAU-2,PWR,WH 2LP,1130,380,365,Axpo AG,WH,01-1968,10-1971,03-1972,87.9,88.3,DH
ch,SWITZERLAND,CH-4,GOESGEN,PWR,PWR 3 Loop,3002,1060,1010,KKG,KWU,12-1973,02-1979,11-1979,89.7,90.3,PH
ch,SWITZERLAND,CH-5,LEIBSTADT,BWR,BWR-6,3600,1275,1220,KKL,GETSCO,01-1974,05-1984,12-1984,77.5,78.9,-
tw,"TAIWAN, CHINA",TW-3,KUOSHENG-1,BWR,BWR-6,2894,985,985,TPC,GE,11-1975,05-1981,12-1981,86.5,87.2,-
tw,"TAIWAN, CHINA",TW-4,KUOSHENG-2,BWR,BWR-6,2894,985,985,TPC,GE,03-1976,06-1982,03-1983,84.7,85.3,-
tw,"TAIWAN, CHINA",TW-5,MAANSHAN-1,PWR,WH 3LP(WE 312),2822,951,936,TPC,WH,08-1978,05-1984,07-1984,91.1,91.3,-
tw,"TAIWAN, CHINA",TW-5,MAANSHAN-1,PWR,WH 3LP(WE 312),2822,951,936,TPC,WH,02-1979,02-1985,05-1985,89.9,90.1,-
ae,UAE,AE-1,BARAKAH-1,PWR,APR-1400,3983,1400,1345,NEC,-,07-2020,08-2020,-,-,-,-
uk,UK,GB-18A,DUNGENESS B-1,GCR,AGR,1500,615,545,EDF UK,APC,10-1965,04-1983,04-1985,46.9,46.9,-
uk,UK,GB-18B,DUNGENESS B-2,GCR,AGR,1500,615,545,EDF UK,APC,10-1965,12-1985,04-1989,50.1,50.2,-
uk,UK,GB-19A,HARTLEPOOL A-1,GCR,AGR,1500,655,590,EDF UK,NPC,10-1968,08-1983,04-1989,72,72.1,-
uk,UK,GB-19B,HARTLEPOOL A-2,GCR,AGR,1500,655,595,EDF UK,NPC,10-1968,10-1984,04-1989,72.9,73,-
uk,UK,GB-20A,HEYSHAM A-1,GCR,AGR,1500,625,485,EDF UK,NPC,12-1970,07-1983,04-1989,63.6,63.7,-
uk,UK,GB-20B,HEYSHAM A-2,GCR,AGR,1500,625,575,EDF UK,NPC,12-1970,10-1984,04-1989,65.2,65.3,-
uk,UK,GB-22A,HEYSHAM B-1,GCR,AGR,1550,680,620,EDF UK,NPC,08-1980,07-1988,04-1989,86,86.2,-
uk,UK,GB-22B,HEYSHAM B-2,GCR,AGR,1550,680,620,EDF UK,NPC,08-1980,11-1988,04-1989,83.6,83.7,-
uk,UK,GB-16A,HINKLEY POINT B-1,GCR,AGR,1494,655,485,EDF UK,TNPG,09-1967,10-1976,10-1978,84.4,84.5,-
uk,UK,GB-16B,HINKLEY POINT B-2,GCR,AGR,1494,655,480,EDF UK,TNPG,09-1967,02-1976,09-1976,86.2,86.3,-
uk,UK,GB-17A,HUNTERSTON B-1,GCR,AGR,1496,644,490,EDF UK,TNPG,11-1967,02-1976,02-1976,70.5,70.8,-
uk,UK,GB-17B,HUNTERSTON B-2,GCR,AGR,1496,644,495,EDF UK,TNPG,11-1967,03-1977,03-1977,77.3,77.4,-
uk,UK,GB-24,SIZEWELL B,PWR,SNUPPS,3425,1250,1198,EDF UK,PPC,07-1988,02-1995,09-1995,82,82.1,-
uk,UK,GB-23A,TORNESS-1,GCR,AGR,1623,682,595,EDF UK,NNC,08-1980,05-1988,05-1988,85.1,86,-
uk,UK,GB-23B,TORNESS-2,GCR,AGR,1623,682,605,EDF UK,NNC,08-1980,02-1989,02-1989,84.5,85.3,-
ua,UKRAINE,UA-40,KHMELNITSKI-1,PWR,VVER V-320,3000,1000,950,NNEGC,PAIP,11-1981,12-1987,08-1988,68.6,70.4,DH
ua,UKRAINE,UA-41,KHMELNITSKI-2,PWR,VVER V-320,3000,1000,950,NNEGC,PAIP,02-1985,08-2020,12-2020,80.1,81.5,DH
ua,UKRAINE,UA-27,ROVNO-1,PWR,VVER V-213,1375,420,381,NNEGC,PAIP,08-1973,12-1980,09-1981,83.9,84.5,DH
ua,UKRAINE,UA-28,ROVNO-2,PWR,VVER V-213,1375,415,376,NNEGC,PAIP,10-1973,12-1981,07-1982,80.2,80.7,DH
ua,UKRAINE,UA-29,ROVNO-3,PWR,VVER V-320,3000,1000,950,NNEGC,PAIP,02-1980,12-1986,05-1987,67.6,69.5,DH
ua,UKRAINE,UA-69,ROVNO-4,PWR,VVER V-320,3000,1000,950,NNEGC,PAA,08-1986,10-2020,04-2020,80.7,82.6,DH
ua,UKRAINE,UA-44,SOUTH UKRAINE-1,PWR,VVER V-302,3000,1000,950,NNEGC,PAA,08-1976,12-1982,12-1983,69.1,74.9,DH
ua,UKRAINE,UA-45,SOUTH UKRAINE-2,PWR,VVER V-338,3000,1000,950,NNEGC,PAA,07-1981,01-1985,04-1985,66.7,71.6,DH
ua,UKRAINE,UA-48,SOUTH UKRAINE-3,PWR,VVER V-320,3000,1000,950,NNEGC,PAA,11-1984,09-1989,12-1989,63.9,69.6,DH
ua,UKRAINE,UA-54,ZAPOROZHYE-1,PWR,VVER V-320,3000,1000,950,NNEGC,PAIP,04-1980,12-1984,12-1985,69.8,71.8,DH
ua,UKRAINE,UA-56,ZAPOROZHYE-2,PWR,VVER V-320,3000,1000,950,NNEGC,PAIP,01-1981,07-1985,02-1986,68.4,73,DH
ua,UKRAINE,UA-78,ZAPOROZHYE-3,PWR,VVER V-320,3000,1000,950,NNEGC,PAIP,04-1982,12-1986,03-1987,74,76.4,DH
